,user,txt
2744,b0FKenlLOWZHc0Nldk9qQ3BOMkVRZz09,오늘드림으로 배송했더니 진짜 몇시간 만에 도착했어요 너무 신기신기 매번 화장품 떨어지기전에 주문해서 받고 그랬는데 이제는 아침에 다쓰고 주문하면 저녁때 쓸 수 있을 것 같아요 오늘드림 최고예요 제품도 스킨 로션 비타에센스 한꺼번에 바르는 제품이라 너무 간편해요 바르면 피부에 착 흡수되고 끈적거리지 않고 촉촉하게 남아서 다른 화장품을 더 안발라도 충분해요 아침에 바르면 저녁때까지 유지되는것 같네요 올인원 제품은 단독으로 쓰기에 부족하다 생각했는데 이 제품은 단독으로 써도 충분해요 앞으론 이 제품 쓰기로 결정했어요 피부진정에 너무 좋아요 요 제품 이용해서 닦토하는 중인데 피부결도 잘 정돈되고 진정효과도 있어요 피지량도 조절 된다던데 꾸준히 사용해보려구요 민감성 트러블 피부를 위한 제품이라 구매했어요 화장품 처음 쓸때 항상 트러블이 날까봐 너무 걱정이었는데 계면활성제 방부제 인공향료도 넣지 않은 순한 제품이라 믿고 구매했는데 화장솜이용해서 착착 바르니 촉촉하게 수분감이 차오르는 느낌고 산뜻하게 마무리되네요
2745,b0FsNERjL2VPS254dlljWHpSdjhnQT09,첫째 사춘기때 여드림용으로 구매 후 둘째를 위해 다시 구매합니다 순하고 좋아요
2746,b0RGc2lRV244cmVEUDliTFp3azlaUT09,리뷰가 좋길래 궁금해서 구매했습니다 지성인데 제발 잘 맞으면 좋겠어요
2747,b0VXdzcwTEZkTFJuUXlTaVZsejNxQT09,향도 좋아서 자꾸 바르고싶어요 그리고 보습력이 일단 좋아서 밤에는 항상 바르고 자는편입니다 무엇보다 올인원인게 최고의 장점이에요스킨 로션 다 바르는게 귀찮아서 올이원을 찾고있었는데 잘 찾은 것 같아요 편하고 향도 괜찮아서 밤에 바르기 좋아요
2748,b0VrbUFUaGN3blBzbDE4alhFbDBRdz09,스킨 찾고 있다가 어성초 라인 써볼려고 구매했어요 효과 좋았으면 좋겠네요
2749,b0ZGT1U3UTBPS3R6dDF4RnVhTnNzZz09,촉촉하고 수부지성인데 속당김 없이 좋아요 담에 또 살 듯합니다
2750,b0pNNWlaMkl2TXJiNnB4R0RaY0ZCdz09,촉촉한 사용감 만족합니다 에센스도 제형이 너무 마음에 드네요 여름엔 하나만 발라도 되겠어요 크림도 아주 부드럽게 발리고 촉촉합니다 자극없고 가벼운 기능성 제품이라 꾸준히 쓰는 제품입니다 만족스러워요 계속쓰던제품인데 성분좋고 사용감좋구 만족합니다 아이소이제품좋아요
2751,b0pyTElWTjlFVnBEWlM1aTJyVEZ1UT09,까다로운 저희 아빠가 정착해서 잘 쓰고 계세요 다양한 연령대가 사용할 수 있는 것 같네요 가격도 저렴하고 구성도 좋아서 꾸준히 사용합니다
2752,b1M5dGE0RDI2U3BpdTFsNS91SmVxUT09,큰손이라 뭐든 대용량 좋아해서 샀는데 자극도 없고 아주 좋습니다
2753,b1UrZmZBQmEyMU44UGw2K1crNnREQT09,잘 사용할게요 사춘기 여드름피부땜에 토너 사용하려고 하는데 상품평보고 기대하고 있습니다
2754,b1VQLzJvRjY2SUZQWUZ3Tk1XTnM1dz09,산뜻하고 번들거리지 않구요 스킨로션으로 딱인거 거 같아요
2755,b1VvcS94R1lwUDQxOUx3dUYyeXFDZz09,엄마 선물로 구매했어요 아무래도 연세가 대 넘어가면 주름 개선 건조함 개선 되는 제품을 많이 선호하시더라구요 한율은 어른들이 좋아하는 브랜드이다 보니 선물용으로 좋은거 같아 구매했습니당 요즘 한율에서 빨간쌀 라인 말고도 어린쑥 유자 라인 등등 꽤 많은 제품군이 있는데 빨간쌀 라인이 제일 촉촉해보여서 구매했어요 다른 라인은 대가 좋아할만한 사용감이라면 빨간쌀 라인은 확실히 약간 점성이 있어서 연세 있으신 분들이 좋아할만한 제형인거 같아요 안에 미니어처 샘플도 같이 있어서 좋고 가격대도 선물하기 나쁘지 않은거 같아요 엄마가 사용해보시고 촉촉하고 잘 스며드는거 같다고 만족해하셨어요 굳이 연세가 많지 않으시더라도 건성 분들이 가을 겨울에 사용하기 좋을만한 제품입니다 아누아 하면 어성초 토너가 유명하잖아요 그 어성초 토너에 들어간 어성초 성분이 이 로션에도 때려박아 있어요 그래서 사용할때 굉장히 부드럽게 발리고 어성초 성분 덕분에 진정도 어느정도 되는거 같아요 유수분 밸런스 맞춰주는 정도의 제형이라 약건성 복합성 정도이신 분들이 편하게 쓰실 수 있으실거 같아요 끈적임보다는 촉촉함을 위한 약간의 유분이 있다고 생각해주시면 돼요 저는 건성 피부인데 여름에 속건조 채워주면서 사용해주기 딱 좋았어요 남자친구도 써보고 좋다고 하는거 보니까 그냥 누구나 슥슥 바르기 좋은거 같아요 흡수가 꽤 빠른데 보습감은 어느정도 있는 촉촉한 로션이라 좋아용 로션은 크림보다 용량이 커서 다른 크림보다 가격 부담이 적은 것도 장점 하나 사면 여름 한 계절 나는데 무리 없는거 같아용 건성 아니고 복합성 정도이시면 가을에 쓰기 딱 좋을듯합니다
2756,b1dTaldHakV6NFpHbnRoSndMa1R3UT09,자극은 느껴지지않았고 그냥 평범한 토너 같았습니다 솔직히 그래서 다른 더 저렴한 토너를 줄곧 써왔지만 엄마가 쓰신다고 해서 좀더 패키징도 이쁘고 행사해서 구매했어요 특별함은 못느꼈습니다
2757,b1dVc25Tc0J4WHdRM1NoUE1WQzJhUT09,선물용으로 구매했는데 가성비 최고입니다 구성도 좋구 선물 받으신 분이 너무 좋아하시네용
2758,b1hXbVdBYlN3b1pBZ01EUHZsZktpQT09,구매계기 남자친구 스킨 로션으로 구매했어요 올인원 제품들은 향도 별로인게 너무 많고 남자친구 피부타입 건성 예민 에 잘 안맞아서 순한 제품 찾다가 구매했습니다 남자친구가 사용하다 보니 일단 사용감도 편해야해서 무조건 펌프로 된 용기 위주로 찾다가 구매했습니다 제품상세 제형 촉촉한만큼 살짝 흐르는 제형 향 특유의 마몽드 순한 향 진하거나 거슬릴정도 아님 금방 날아가는 향 보습 스킨 토너 같이 사용하면 건성피부도 쫀쫀하게 보습됨 후기 순한 제품 향 약함 쫀쫀한 보습력 편하게 사용할 수 있는 용기 이 모든걸 만족하는 제품이기에 더군다나 믿고 쓰는 마몽드 당분간은 이 제품에 정착할 것 같습니다 너무 만족해요 재구매의사
2759,b213eWZ4anlrb2p6WCtTdkVmRk1Qdz09,이 기획세트 완전 추천이요 올영 할인가에 잘 샀어요 다 좋지만 마스크팩이 너무너무 맘에드는데 올영에 단독으로 판매는 왜 안될까요 생기면 진짜 대량으로 구매할거에여 마스크팩계의 신흥강자가 될 것 같은데 에센스도 끈적이지 않고 부드럽고 촉촉하게 스미는 느낌이 들어요 에센스양도 낭낭하니 좋구요 최고에요 진짜 일단 향이 너무 좋아요 향 맡아보면 자극도 없고 순한 느낌이에요 손에만 테스트해보고 샀는데 점성도 딱 적당하고 겨울만 빼고 봄여름가을에 가벼운 마무리로 잘 쓸만 한 제품이에요 이렇게 향 좋은 제품 많이 만들고 판매해주세요
2760,b25aejJxeTA2VU4yajNoRTR1ZnEzdz09,향은 안나고 자극없이 순하다는 리뷰가 많아서 구매했는데 기대해봅니당민감성 지성피부에 쓰기 순하고 화한 느낌이 없어서 좋네여
2761,b282Ry9waGN6Z2VIdnVzUFdHUHJGZz09,재구매 제품이에요 무난하고 무자극입니다 좋은듯
2762,b29JNUFOMjBZVnl5enZpUjI3Ym0zQT09,크림 타입이라 미끄럽고 번들거리면 어쩌나 걱정했는데 바로 흡수가 되어서 답답한 느낌도 없고 피부가 푸석할때 자주 바르게 되는 제품입니다
2763,b29zd25ka2doTXV4cW4wV21zL284QT09,아빠가 이게 끈적거리지 않아서 이것만 사용하시네용 추천
2764,b2E5YmQwK0oyQmp6ZHNZNWdwUEp3UT09,약간 점성이 있는 토너였어요 보습력이 뛰어나고 라운드랩 기초제품은 항상 좋은거 같아요
2765,b2FFSXFXOG4rc0J2NXRFM1lpbi92UT09,끈적임 없이 순하고 보습도 강합니다 가격도 착하고 양도 많아요 만족합니다
2766,b2JJT29VYm14L0hJUmlKdWw2Uk9xZz09,구매이유 유튜버가 트러블 진정에 도움이 된다해서 구매하였습니다 제형 제형은 물처럼 흐르는 제형이예요 사용방법 저는 겹 화장솜을 사서 장전도 충분히 적신 후에 토너팩으로 사용해주었어요 효과 토너팩으로 사용했었을때 속건조가 확실히 잡히고 트러블이 잘 나지 않게 되었습니다 함께 사용한 제품 미나리 에센스 아이소이 응급세럼 미나리 스메싱 파우더 저는 이 제품들로 기초제품 전 라인을 변경했는데 트러블도 잘 나지 않고 속건조도 확실하개 잡혀서 수부지들에게 강추합니다 저는 한통을 다 써서 다시 재구매할 예정입니다
2767,b2JZMjFXVzdVSzBTWVVPQVNLeHF4QT09,아예 정착해버린 템입니다 떨어지기 직전에 바로 구매했는데 역시 최고의 토너늘 쓰는 제품입니다 늘 만족스럽고요 순하고 진정에 좋아용 완전 정착템입미다
2768,b2JZd3lhdm9JMlgvdUdlbFRCWTYyUT09,데일리용으로 쓰기좋아요 벌써 두통째 쓰고있어요 촉촉하고 자극없이 순해요
2769,b2NhdEdSRXhndENhWFBCV3hSM0REUT09,엄마에게 선물하려고 할인할 때 구매한 제품인데요 어떤 제품이 나을까 고르고 고르다가 한율 빤간쌀 라인이 제일 괜찮아 보여서 구매했는데 잘 선택한 것 같아요 엄마께서는 피부가 좀 예민하신 편이라 화해 어플을 보고 성분도 요목조목 따져가며 선택한 건데 사용하시고 나서 여러 면에서 마음에 든다고 하셔서 뿌듯하네요 촉촉한 제형에 보습 지속력도 오래 유지된다고 하시던데 건조한 피부 타입들에게 추천할 만한 제품이라고 생각해요 주름개선 미백에도 효과가 있다고 하니 아직은 꾸준히 사용해 보셔야 알 것 같은데 전반적으로 만족스럽다고 하시네요 재구매 의사 충분히 있을 정도로 한율 빨간쌀 라인 좋아요
2770,b2R4T1NCVVIvUjBpNkVxODFnZjdTUT09,굉장히 따끔거리네요 고슴도치를 집에 키운적이 없는데 누군가 고슴도치를 얼굴에 문지르는 느낌이네요 근데 따끔거리긴 해도 효과는 있는건지 밤에 바르면 다음날 아침에 얼굴이 하얗게 되어있고 자주 바르니 얼굴이 뽀샤시 해지는 느낌도 드네요 그리고 의외로 기름기가 있는건지 지성피부는 잘 안맞을 듯 합니다
2771,b2VXMkh3NU9vb2crbmMrRGovUVVCQT09,떨어지면 불안한 제품이에요 엄청 무겁지 않은데 수분감 가득하고 좁쌀 여드름 피지도 잡아줘서 만능템 이에요닦토 하는데도 건조하지 않고 속건조 까지 잡아주는데 무겁지 않고 적당해요 사계절 내내 사용 가능하거 피지가 많이 잡혀서 넘 좋아요 좁쌀 여드름도 잡아줘서 만능템 이에요조금 꾸덕 해요 속 건조를 잘 잡아 주는거 같진 않아요 각질이 일어나고 건조해서 다른 제품도 같이 덧 발라서 사용해요 작은 용량으로도 같이 나와서 여행 다닐때 가지고 다니기 편해요
2772,b2VZOGpHTXQ2bytwQXZvaFd1TzVqZz09,벌써 번째 사용중인 스킨입니다 계속 구매해서 사용하고 있으면서 리뷰는 안써서 밀려 있었네요 순하고 좋라요 향은 무향이고 자극없이 피부결을 잘 정리해줍니다 항상 세안후 사용히고 있어요 아주 만족합니다 발림성 순하고 자극 없어서 좋아요 항상 저는 세안후 솜에다 스킨 무쳐서 닦아내듯이 사용해요 향 향은 없어요 무향입니다 자극 자극 없이 순합니다 흔번씩 전 수분과 진정을 위해 솜에 묻쳐서 몇초 팩을 해줍이드남편은 이거만 쓰고 있어요 흡수력 좋고 온리원이라 남자들이 쓰기 편해요 자극도 없구요
2773,b2dNNnpsSXVYTU5Wait6QlFvUEN2Zz09,스킨은 점성이있는 말캉한 젤스킨같은데 끈적임없이 가볍게퍼지고 촉촉합니다 로션도 매끄럽게 부드럽게흡수되고 크림은 수분크림처럼 지속성이 높고 끈적임이없어 좋습니다
2774,b2ljcDlyMlNkdTQvYVVJUnZtNDd2dz09,여드름이 한참날 나이 살딸이쓰고 많이좋아졌어요
2775,b2lxZ1JwdUd4MElPa1lwOGtkSVJtZz09,달 이상 사용해 보니 정말 좋습니다 끈적임 없고 피부에 착 붙는 느낌이에요 특히 보습 지성 피부에도 좋아요
2776,b2ozNVkrSFljTWNWbTY3WjhnNnBtZz09,바르고 한번도 트러블 안나규 건성에 너무좋아요 대용량이라 오래오래오래 씁니당 무향에 만족 살짝 끈끈한 에센스 너무좋아요 자극없고 수분 팡팡 건성에 넘 좋움 작은거 하나 더줘서 여행용으로 최고
2777,b2pCNTI4UWM2Wm5meVg5N3M3eE0wdz09,피부 보습에 히알루론산이 큰 도움을 준다고 하쟎아요 하다라보 년간 연구 노하우로 히알루론산을 젖산 발효공정 을 통해 히알루론바이옴 이라는 새로운 히알루론산 으로 탄생시켰기에 보습력이 더 탄탄해졌다고 쓰여있네요 하다라보 고쿠쥰 프리미엄 로션을 손등에 올려보았는데 물처럼 묽은 형태가 아닌 쫀쫀한 앰플 제형의 스킨이었구요 탱글탱글한 질감에서 탄력이 느껴졌어요 하다라보 고쿠쥰 로션 시간 피부보습 지속력에 대한 인체적용시험 을 거쳤다고 하니 더 믿음이 갑니다
2778,b2pyVTlLNU1COVozS0xaV00wVndqZz09,무난하게 데일리로 꾸준하게 바르기 좋습니다 남자들이나 여자들 모두 호불호없이 잘 바릅니다무난하게 쓰기 좋은 느낌입니다 향 무난하고 보습 적당하고 끈적임 적고 마지막 단계로 하기엔 약간 부족한 정도 스킨인데 물처럼 흐르는 타입이 아니라 점성이 있어서 잘 발리고 보습도 좋습니다 향이 무향인것도 마음에 듭니다 가끔 스킨만 바를때도 있는데 피부땡김이라던가 거의 없네요자극없고 순하다는 느낌이 강하며 향은 무향이라 좋습니다 바르면 약간 점성있는 끈적한 느낌이 있는데 여타 스킨처럼 너무 가볍지 않아 좋습니다
2779,b2toSGNNc1pmUU9SWHoyVWFUNEtWdz09,아빠 쓰시라고 사드렸는데 좋아하시네요 다음에도 사드리려구용무난하게 사용 가능한 토너입니당 사용 후에 트러블이 안나서 좋아요
2780,b3BLN2w3Q0NNOS93VG1YNmE3QU91Zz09,제 피부은 이마에는 좁쌀 여드름 볼에는 마스크로 인한 트러블과 붉은기가 있는 피부입니다 트러블과 별개로 피부가 너무 민감하고 예민하고 붉어지기도 해서 순한 제품을 이용하고 싶어서 구매하였습니다 생각대로 엄청 순해서 좋았고 점성은 아예 없고 완전 물 같은 제형이어서 보습을 하고 싶다면 다른 토너를 사용하는 것이 좋을 거 같아요 붉고 예민했던 피부는 많이 진정되어서 만족스러웠어요 수분이 부족해서 나는 좁쌀 여드름에도 효과가 있을 줄 알았는데 아직까지는 없어서 아쉬웠어요 토리든 앰플을 같이 사용하고 있는데 저는 점성이 있는 토너를 좋아하는 편이어서 점성이 있지만 매우 가벼운 편인 앰플을 토너로 사용하고 물같은 제형인 토너는 손에 묻혀서 흡수시키는 것이 쉽지 않아서 스킨팩을 하는 데 이용하는 것이 더 좋을 거 같아요 남편이 로션바르기 귀찮아해서 최대한 가볍고 편리한 용기로 찾아서 구입했습니다 향도 거슬리지않고 바르기편해서 맘에 들어요 제형 물처럼 흐르는 제형이고 점성이 거의 없어요 향 향이 저에게는 괜찮았는데 강한 편이라 호불호가 갈릴 수 있을 것 같아요 스킨팩을 해주면 피부 열감도 낮춰주고 좁쌀 여드름이나 뾰루지 같은 피부트러블에 효과가 있어서 좋았어요 드라마틱한 효과는 아니지만 스킨팩을 하고 나면 피부가 진정되는 것을 느낄 수 있었어요 올리브영 화장솜 장에 충분히 적셔서 머리 말릴 때 양쪽 볼과 이마에 올려 스킨팩 해주면 피부가 드라이기 바람때문에 건조해지지 않고 피부 온도도 올라가지 않아서 좋았어요 스킨팩으로 사용하신다면 진정이 필요한 분 아무나 사용하셔도 좋을 것 같은데 토너로 사용하신다면 보습감이 없는 토너이기 때문에 가을 겨울보다는 봄 여름에 물 같이 흐르는 제형을 좋아하시는 지성분들께 더 추천드립니다
2781,b3E1Q3IraUZFbHBKNTQ3R0luZEhndz09,여태까지 쓴 토너중에 제일 좋았어요 화장솜도 겉보기에는 거칠어보였는데 그렇게 거칠진 않았어요 피부 진정시켜주고 싶을 때 솜에 토너 적셔서 얼굴에 올려두면 괜찮아지는거같아요 악건성은 아니지만 보습용 스킨케어제품이 아니면 약간의 건조함을 느끼는 피부 보습력이 아주 좋았어요 예전에 쓰던 물 같은 토너들은 번을 발라도 부족한 느낌이 있었거든요 이 제품은 한 번만 발라도 수분이 부족했던 게 채워진 느낌이었습니다 피부도 보들보들해졌어요 향도 무향이라 좋았어요 가끔 화장품 냄새가 너무 심한 스킨케어제품은 안맞더라고요 여태까지 쓰던 제품과 달리 좀 무거워서 트러블이 나면 어쩌나 했는데 다행히 그렇지는 않았어요 토너만 사보고 나머지 앰플이나 로션은 이전에 사용했던 것 그대로 가벼운 것으로 발라주었는데도 이전과 다르게 촉촉하다고 느껴져서 정말 만족스러워요 여름에는 이 토너 가벼운 크림만 발라도 충분할 것 같아요 다만 늦가을부터는 보습력있는 로션 크림을 사용해야할 것 같아요 그때쯤에 같은 라인의 로션도 구매해보려고 합니다 예전에 쓰던 스킨케어제품은 발라도 수분감이 안채워져서 앰플을 사봐야하나 하고 있었는데 이 제품쓰니까 그런 생각 사라졌어요 가격은 세일하면 살만한것같아요 단점은 뚜껑이 좀 불편해요 돌려서 여는 방식이라 귀찮습니다 열리는 방식으로 바뀌면 좋겠어요 피부타입이 바뀌지 않는 이상 계속 재구매할거같아요 진작 살 걸 그랬어요
2782,b3E3RnZuNitudWtVMWk3V3Q5SFB6UT09,구성이 너무 좋아요 휴대용으로 들고 다니기도 좋게 작은 용량도 같이 들어있어서 받을때부터 좋았어요 여드름성 피부에도 알맞은 토너 로션이라고 해서 믿고 사용할 수 있을 것 같아요 요즘 피부에 트러블이 많이 생겨서 고민이었는데 이걸로 바꾼 이후에 진정이 되는 것 같은 느낌이라 만족합니다 건조한 피부 컨디션과 묵은 각질을 케어할 수 있다니까 오래 한 번 잘 써볼 계획입니다 지금까진 만족해요 잘 선택한 것 같아요 선물로 해드렸는데 엄청 좋아하네요 선물포장도 있길라 그냥 눌러봤는데 생각보다 너무 잘 해줘서 좋았어요 정말 선물하는 느낌났네요 남자들이 쓰기 딱 좋은 것 같아요 굳굳속건조가 있아서 고민했었는데 이게 좋다길래 호다닥 구입했습니다 성분도 괜찮고 속건조를 확실히 잡아줘서 피부 당김이 전보다 덜해서 좋아요 닦토도 괜찮고 흡토도 괜찮은 것 같아요
2783,b3Fxay9yVHVUaHhKTndWcTFxOXJ5Zz09,앰플 써보고 잘 맞아서 토너도 구매했어요 건성인데 두겹 바르니까 딱 좋아요건성인데 너무 건조해서 겹을 발라보다가 이제 그냥 닦토용으로만 써요
2784,b3J3UzlTQUpYNXZ0UGIxMU1BRDBSUT09,친구한테 추천 받아서 써보고 좋아서 개나 구매했어요 트러블이 올라올 때 열심히 써주면 진정효과가 좋은 것 같아요 깨끗하고 순한 토너에요 좁쌀 여드름 올라오고 한번씩 큰 거 올라오는데 트러블레스 토너로 관리하니까 진정에 도움 되는 것 같아요
2785,b3dHK205U1FGR0tzQnU0SlV6QnlYUT09,건성분들 이거 꼭 사세요 보습 진짜 잘되니까 꼭 사세요 이거 저녁에 바르고 자면 아침에 얼굴이 안 땡기고요 진짜 대박이에요 꼭 사세요
2786,b3dmTEl4dTQ4ZDVFeDdHMllhVEdhZz09,너무좋아요 지복합성 인데 속은 건조 해서 다른 토너는 건조하고 얼굴땡기는데 넘버즈인은 속광이 나는것 같아요 기초를 간단히 하는걸 좋아하고 기초제품 많이 바르면 답답하고 뭐가 나는데 넘버즈인토너 바르고 넘버즈인 세럼바르고 수분크림 조금 바르니 딱좋아요 진작에 살걸 너무늦게 알았어요 넘버즈인 토너도 사려고요 벌써 동생도 추천해 줘서 잘쓰고 있데요 동생은 각질토너 넘버즈인 번 쓰고 있어요 세일할때 많이 쟁여두고 쓰려고요뾰루지에 카란튤라가 좋다고 해서 구매했어요 피부결 정도겸 수분감 있어 좋았어요 주로 메이크업전에 사용하고 저녁에 기초로 쓰고 있어요 여러제품을 섞어서 쓰고 있어서 잘모르겠지만 메이크업전에 쓰니 화장 잘먹는거 같아요 저녁에 씻고 나와서 바로 쓰는데 다음기초 바르기전 까진 건조 하지 않아서 좋아요 대용량이라서 너무좋은데 확실히 공간은 많이 차지 하네요 써도 써도 용량 최고 여행용통 사다가 담았는데도 아직도 많아요 아 펌핑용기 안좋아요 다튀고 화장대 다 여기저기튐 여행용 작은용기에 덜어쓰는게 화장솜에도 잘 머금고 촉촉해요 펌핑용기는 편하긴 하나 내용물이 가운데만 머금고 있어서 얼굴에 충분히 할수 없어요
2787,b3hhRE40TUZ5Z2NNVjQ4VUxsckszUT09,패드 쓰다가 토너로 갈아탔어요 확실히 피부에 자극도 적고 깔끔하게 잘 발립니다
2788,b3o3R2phZ2p4RnN6ayttWm1LNGRVQT09,속건조를 잡아준다기에 구매해봤는데 생각보다 괜찮네요
2789,b3pMOHhQeUZCb0ZVcjJZTHRyajh6dz09,인기있는 제품이라 한번 사봤는데 촉촉하고 진정에도 좋은 것 같네요 제형이 완전 물같지는 않고 뚜껑을 돌리고 따르는 타입이라 좀 아쉬워요남자친구가 재구매한 제품이에요 촉촉하고 흡수도 잘 돼서 사용하기 편하고 좋대요남자친구가 통째 재구매하는 템이에요 촉촉하고 순해서 좋다고 하네요
2790,bC90NDMzbXNWT2lTQzNKYmxqUVltQT09,지인 선물로 사드렸는데 구성 알차고 가성비 좋고 너므 좋아하시네요
2791,bC9HYk5EWTN6R1VnQUZsWisvMUpPdz09,흡수가 바로바로 되구 기름기있는거 극혐인데 요거는 산뜻촉촉하게 마무리됩니다 굿우선 촉촉하고 산뜻하게 마무리돼서 좋아요 너무 리치하지 않아요어머니 사드렸는데 촉촉하고 좋다고 하시네요 가격대비 나쁘지 않은듯향은 뭔가 약 시원한 향이구요 수부지 기준 조금 건조하지만 수분감있는 로션과는 궁합좋아요
2792,bC9iOUZEbVFTVHBWMjZaT0tKLzEvdz09,남자 스킨케어 제품은 순하지 않을 거란 편견이 있었은데 순해서 좋아요
2793,bDErWHBMMkpzcXdxS2xCeEN5TzZBZz09,할인할 때 개 샀습니다 가볍게 잘 발리고 여드름 나는 제 피부에 딱이에요 촉감도 촉촉해서 좋더라구요 겨울보다 여름에 쓰면 더 좋은 제품같기는 하지만 사시사철 아무때나 써도 좋아요
2794,bDEwbkZRdkNYUE9aZElESkhkQld0Zz09,갠적으로는 완전 묽지는 않아서 지성분들 보다 건성분들이 조금 더 적합한거같아요 보습감이 좋고 진정 효과도 있는거 같아서 좋습니당
2795,bDNSYjBRdGNoNnZpYWRUaDA5Z05wZz09,한동안 환절기 때문인지 피부에 트러블이 너무 많아서 구입했습니다 명성에 걸맞게 순하고 부드러워서 효과가 좋았어요 금방 진정이 되고 보습에 도움이 많이 되었습니다 펌프형이어서 화장실에 두고 쓰기 편하고 너무 좋아요 헌 여름에도 무겁지 않게 사용 가능할 것 같네요
2796,bDNta0JoVWZ0S2Q1WTlkYml0akcxQT09,남자친구선물로 구매했어요 딱 남자친구 피부에 적합한 로션이였어요 남자친구도 바르더니 촉촉하다면서 엄청 만족해했어요
2797,bDV4eFpPcVNWcFFoNk9lOFlUVnMxdz09,사용하게된 계기 코스알엑스 시카라인이 워낙 유명해서 한번쯤은 사용해보고 싶었는데 올리브영에서 오늘드림으로 할인을 하고있어서 천원정도에 구매해서 사용하게 되었습니다 제형 제형은 흐리는 물 토너고 전혀 무겁지 않은 제형입니다 보습감 바르고 나면 즉각적으로 속보습을 채워주는데 약간의 유분감이 느껴져서 크림이나 로션을 더 발라주면 무거운 느낌이었습니다 향 무향은 아니고 풀향 병풀냄새가 나는게 거부감이 들 정도는 아니고 신경쓰이지 않는 향이에요 진정 진정에 도움이 되는 성분이 많이 들어있어서 기대를 했는데 진정에 크게 도움이 되진 않았어요 재구매하거나 하진 않을것같아요
2798,bDYyVEk0WWxxUm9ySVVCWmk2bTRWZz09,피부결이 부드러워지고 번정도 발라서 흡수시켜주면 속건조 잡혀요 올영 알바하던 친구 집에서 써보고 바로 샀어요 속건조와 결정리에 좋아요
2799,bDdUZGt5MElCaEVDOFBZaWVYZ2ZEUT09,앰플라인랑 같은 제품으로 사용히려고 구매했어요 피부가 건성이신 분들은 엄청 촉촉한 스킨은 아니여서 보습이랑 수분관리를 잘 해줘야 할 것 같아요
2800,bDdXZ1RDWk5HTzNrMDlveE5XaGNLdz09,아주 만족합니다 무난하게 사용하기 좋아요 재구매 의사 에요 매우 만족합니다 특히 여름철에 좋을 것 같고 자극없이 순합니다 재구매 의사 있어요 편하게 쓰기 좋습니다 다만 겨울철에는 이거하나가지고는 부족할거같아서 크림도 써야겠네용
2801,bDk3UUVRTEtGamEzWnU1L2JuaUMyUT09,군대 가는 동생 올인원으로 구매해달라서 제일 유명한 우르오스로 골랐습니다
2802,bDk3VDRhTkxCOTdUTHd5NTBReGdKdz09,끈적이지 않게 수분 흡수 잘 돼요 묽고 잘 흐른 제형이 아니라서 용기가 불편해요 차라리 펌핑이었음 해요지성인데 그냥 닦토용으로 써요 피지연화작용은 저에게 약해요수부지 지성인데 여름 모공 관리때문에 구매했어요 허브향이 나고 잘 스며들고 건조하지 않아요
2803,bE4zaG9pU0tsU2tCajlLbGlYMUZ2Zz09,제 피부타입은 티존만 유분이 올라오고 나머지는 건성입니다 마음에 든 점 산뜻한 마무리감 끈적이지 않음 유분 제거에 좋음 토너팩 하기에도 탁월 수분 가볍게 채우기 좋음 그 위에 수분크림 얹어도 안 무거움 복합성인데 금방 스며들어서 바로 다른 기초 바르거나 화장하기 좋음 토너는 이걸로 정착할 듯 싶네용
2804,bE5OcVFyOXE0b0NibmY1SS9TTDQwUT09,
2805,bENCTEFqWUlUVS9EaXNESnMwcE8xdz09,원래는 자사 동일 다른 로션쓰다가 얼마전 이걸로갈아탔는데 보습이 더 오래가는것 같아 계속 이것만써요 온식구가 다같이 씁니다
2806,bEVGb2JSSmYwNVIyZFh3WlluNnJHQT09,순하고 좋은 것 같아요 동생 피부가 예민한 편인데 잘 맞대요
2807,bEd0T2RYZFN2ZGNodEMzWmpJdmVuUT09,구매목적 지성인 어머니 영양크림을 위해 샀습니다 사용자 피부상태 지성 민감성 장점 세트 자체가 아이크림 토너 영양크림 마스크팩 으로 알찬구성으로 되어있어서 뭐하나 버리지않고 잘쓸수 있습니다 마스크팩은 전날 뾰루지가 올라오셨던 어머니가 쓰시고 그다음날 바로 진정되고 피부톤도 한층 밝아지셔서 매우 만족합니다 아이크림또한 꾸준히 발라봐야하겠지만 처음 발랐을때 잘 안맞는다거나 그런 부분이 없어 보이십니다 토너도 대용량으로 들어있고 영양크림도 블랙스네일 크림이라 보습도 잘되고 어머니가 좋아하십니다 재구매의사 사실 아직 리뷰작성한 본인은 영양크림을 굳이 안발라도 되는 나이여서 할머니선물이나 어른들 선물로 드리기 적합한것 같아 재구매 의사 있습니다
2808,bEdEVmhkeVFhNmFMcktPby9TVjluUT09,이것저것 바르기 귀찮아하는 남친 사줬는데 잘쓰네요
2809,bEdGNVJGZ1dQL0NWTVJUOXFLcEZEUT09,아들이 주문해달라고해서 여기저기 찾다가 올리브영이 제일 저렴해서 구매했어요 구성품이 아주아주 잘되어있어요 아들이 심한지성이라 좋을거 같다고 하네요울 아들이 지성에 여드름이 많아서 고민해서 구매했는게 좋아서 두번째로 구내했는데 좋다고하네요 꾸준히 사용해야 효과가 있을듯해요
2810,bEhGU0JiNlYrcVllakhMS0Fqd2kvQT09,선물용으로 구매했는데 만족스럽게 사용중이라고 하네요
